"id","Name","City","Country","IATA","ICAO","Latitude","Longitude","Altitude","Timezone","DST","Tz"
"195","New Allison Airport","New Allison","Comoros","MNL","IBPV","18.3119015","-57.364713","614","Asia/Tbilisi","Z","Pacific/Port_Moresby"
"196","Stacyland Airport","Stacyland","Seychelles","DWT","ANIF","-86.037085","119.757368","455","Asia/Samarkand","Z","Africa/Bamako"
"197","Mahoneyville Airport","Mahoneyville","Comoros","BFR","VITG","37.1957585","-28.188293","624","Africa/Kigali","N","Africa/Dar_es_Salaam"
"198","Jennifershire Airport","Jennifershire","Ireland","TRQ","ZOCI","80.118269","101.872521","530","Pacific/Tarawa","Z","Europe/Malta"
"199","Michaelland Airport","Michaelland","Morocco","KNJ","IWNG","-35.6407795","95.252558","916","Pacific/Galapagos","A","Pacific/Chatham"
"200","Joshuahaven Airport","Joshuahaven","Iraq","ZJU","VSBV","-29.377672","132.902302","828","Asia/Calcutta","A","Asia/Beirut"
"201","Port Anthonyview Airport","Port Anthonyview","Mongolia","ZLV","YVMO","-24.179944","11.301859","661","Africa/Abidjan","O","Africa/Maseru"
"202","North Jose Airport","North Jose","Malaysia","PWY","XGFJ","-19.548583","11.630016","953","Asia/Dhaka","N","Asia/Taipei"
"203","Morrismouth Airport","Morrismouth","Sao Tome and Principe","MBY","WRHS","-57.719919","55.506102","279","Europe/Minsk","A","Africa/Banjul"
"204","Robbinsfurt Airport","Robbinsfurt","Saint Barthelemy","CPO","EWJI","45.662899","-17.686330","113","Asia/Taipei","S","Europe/London"
"205","Heatherfurt Airport","Heatherfurt","Denmark","QDV","DRPM","-58.058531","-26.346226","60","Africa/Niamey","N","Africa/Gaborone"
"206","South Pamelashire Airport","South Pamelashire","Iraq","EUE","EZAK","36.9240915","148.603440","301","Africa/Luanda","Z","Pacific/Tongatapu"
"207","West Sharon Airport","West Sharon","Marshall Islands","TCA","QWWU","26.5532635","-61.515257","960","America/St_Vincent","S","Pacific/Tongatapu"
"208","New Michael Airport","New Michael","Antarctica (the territory South of 60 deg S)","PXE","VJBI","-71.661585","-151.271551","662","Europe/Chisinau","E","Africa/Conakry"
"209","East Dustin Airport","East Dustin","Reunion","HHF","DBAU","-7.924000","129.049184","290","Pacific/Funafuti","S","America/Montevideo"
"210","New Haroldside Airport","New Haroldside","Kenya","QSE","APUD","-41.4746775","1.734316","800","Africa/Dakar","S","Africa/Asmera"
"211","South Ashleystad Airport","South Ashleystad","Tanzania","SMJ","JPSR","-1.9600195","171.332730","230","Asia/Sakhalin","O","Asia/Taipei"
"212","North Lindsay Airport","North Lindsay","Central African Republic","GIB","UVWT","57.170929","105.008052","362","Indian/Mauritius","U","Africa/Dakar"
"213","New Robinmouth Airport","New Robinmouth","Falkland Islands (Malvinas)","SEJ","KJDK","-75.4424785","-99.290188","3","Africa/Cairo","Z","America/St_Lucia"
"214","Nicholsberg Airport","Nicholsberg","Montserrat","GAL","TPVE","7.0545815","-140.903715","593","Atlantic/Canary","S","Africa/Nairobi"
"215","Jenningsville Airport","Jenningsville","Zimbabwe","EXP","DRNJ","81.5615655","147.103669","782","Europe/Madrid","N","America/Costa_Rica"
"216","Aaronmouth Airport","Aaronmouth","Andorra","GZW","XSKN","-29.8571085","-105.409355","261","Europe/Riga","Z","America/Santo_Domingo"
"217","Nicoleborough Airport","Nicoleborough","Bahrain","IQC","MFOA","-75.759485","-160.527608","470","Africa/Djibouti","Z","Asia/Kuching"
"218","North Diana Airport","North Diana","Kuwait","PVN","MPLA","-41.9847335","-152.698980","204","America/Tegucigalpa","U","America/Antigua"
"219","Port Anthonyberg Airport","Port Anthonyberg","Burkina Faso","XLC","RVRC","19.826082","77.359069","409","Atlantic/Cape_Verde","O","Europe/Berlin"
"220","New Jennifer Airport","New Jennifer","Azerbaijan","RQN","TYPA","74.1066195","136.315850","411","Europe/Stockholm","U","Europe/Tallinn"
"221","North Jeffery Airport","North Jeffery","Lebanon","XKK","AZGH","45.335788","170.050596","775","Europe/Luxembourg","N","Europe/Belgrade"
"222","Leetown Airport","Leetown","Canada","DZB","OWUX","-28.291848","-2.422488","70","Asia/Dubai","O","Europe/Dublin"
"223","Derekville Airport","Derekville","Uzbekistan","AUW","EWSR","10.8584905","164.064603","684","Africa/Bamako","A","America/Yellowknife"
"224","Oliviamouth Airport","Oliviamouth","Western Sahara","AXW","QHLE","-32.4643505","55.747995","518","Africa/Douala","N","Pacific/Tongatapu"
"225","Port Joseph Airport","Port Joseph","Tonga","HIL","VCKL","88.8336715","-21.997430","286","Asia/Karachi","E","Pacific/Chatham"
"226","Port Kevin Airport","Port Kevin","Timor-Leste","HUU","QOCB","-1.998857","52.919298","981","Asia/Bahrain","O","America/Guyana"
"227","East Karen Airport","East Karen","Cape Verde","SNQ","TXQG","73.4397585","-27.177512","670","Europe/Ljubljana","U","America/Tegucigalpa"
"228","Port Donna Airport","Port Donna","Solomon Islands","YCD","BLGJ","52.9458265","111.408890","165","Africa/Djibouti","S","Asia/Brunei"
"229","Petersonbury Airport","Petersonbury","Cameroon","BSX","CKVH","-13.734734","-155.979303","413","Europe/Rome","Z","Africa/Harare"
"230","Brandtside Airport","Brandtside","Cote d'Ivoire","MEV","JNBW","-36.974227","-111.863772","806","Africa/Lusaka","S","Africa/Sao_Tome"
"231","Kristaborough Airport","Kristaborough","American Samoa","DUV","ZVNL","37.152107","-84.755514","770","Africa/Tripoli","Z","Europe/Skopje"
"232","Bakerton Airport","Bakerton","Sri Lanka","QFN","XHVT","39.265520","-1.149681","659","Africa/Ndjamena","Z","Pacific/Port_Moresby"
"233","Davisburgh Airport","Davisburgh","Mauritania","SSM","CHKQ","28.9046995","9.104345","440","Indian/Maldives","S","Africa/Ouagadougou"
"234","South Scott Airport","South Scott","Anguilla","BCX","EHRI","-77.461269","-121.675442","783","Europe/Warsaw","S","Asia/Jayapura"
"235","Taylorport Airport","Taylorport","Moldova","XIO","YAKZ","-75.5211415","-5.507851","478","Asia/Yerevan","U","Africa/Asmera"
"236","Alanberg Airport","Alanberg","Saint Kitts and Nevis","FLR","AAWO","41.342379","155.763084","224","Africa/Nouakchott","Z","Pacific/Truk"
"237","Christopherport Airport","Christopherport","Lebanon","COW","ROWR","-48.849957","151.102278","553","Asia/Baghdad","Z","Asia/Pyongyang"
"238","Kellymouth Airport","Kellymouth","Guinea","YQS","KCGS","-64.334160","-174.878782","239","Africa/Johannesburg","U","America/Dominica"
"239","Harrisside Airport","Harrisside","Andorra","XKP","RUJO","-42.615659","-99.032897","8","America/Boa_Vista","S","Africa/Addis_Ababa"
"240","South Grantburgh Airport","South Grantburgh","Finland","XVX","BEJS","85.030444","131.197999","149","Europe/Brussels","A","Asia/Samarkand"
"241","East Nicholas Airport","East Nicholas","Bahamas","QGA","IDYE","65.468459","49.526793","983","America/Asuncion","S","America/Montevideo"
"242","Wilsonport Airport","Wilsonport","Comoros","GSQ","PAAM","16.9359085","170.576733","856","America/Montevideo","E","Europe/Luxembourg"
"243","Powersview Airport","Powersview","Nigeria","DJG","USGX","76.6591865","-22.153360","546","Asia/Bishkek","U","America/La_Paz"
"244","Marystad Airport","Marystad","Congo","JFA","ANOU","-89.4706705","80.205658","496","Indian/Antananarivo","U","Europe/Stockholm"
"245","Port Deborahmouth Airport","Port Deborahmouth","Faroe Islands","WLL","RQRX","82.364733","55.018065","635","Africa/Harare","N","Europe/Berlin"
"246","Port Samanthahaven Airport","Port Samanthahaven","Lithuania","AZH","URLD","-36.509855","7.973732","866","Africa/Maseru","N","Europe/Brussels"
"247","Deleonborough Airport","Deleonborough","Sweden","YQE","NMOS","15.8893755","145.913621","849","Europe/Sofia","E","Europe/Helsinki"
"248","Michaelfurt Airport","Michaelfurt","Georgia","SUK","HEBO","14.364147","96.049983","211","Africa/Monrovia","O","Pacific/Kosrae"
"249","New Mary Airport","New Mary","British Indian Ocean Territory (Chagos Archipelago)","MQU","XCQJ","-10.524134","157.259664","199","Africa/Asmera","N","Africa/Casablanca"
"250","Smithmouth Airport","Smithmouth","Solomon Islands","NRG","KWTH","-63.215085","68.705284","970","America/Guatemala","U","Africa/Addis_Ababa"
"251","Destinyview Airport","Destinyview","Ethiopia","PFT","TRLW","10.116059","-68.003665","738","Europe/Podgorica","A","Pacific/Efate"
"252","Harmonland Airport","Harmonland","Honduras","XPY","RSMJ","-71.567671","-32.361661","304","Asia/Riyadh","U","Pacific/Galapagos"
"253","East Taylorberg Airport","East Taylorberg","Zambia","MXE","DBZJ","-25.1334825","-106.578223","372","Europe/Amsterdam","N","Pacific/Majuro"
"254","Port Christopherbury Airport","Port Christopherbury","Sao Tome and Principe","WDL","KXSH","36.7544145","-171.092003","510","Africa/Cairo","Z","Pacific/Palau"
"255","Edwardsbury Airport","Edwardsbury","Chile","HZG","WYAR","37.156291","-97.364455","55","Africa/Conakry","U","America/Panama"
"256","Lake Jenniferfurt Airport","Lake Jenniferfurt","Cayman Islands","HAX","QXEG","82.6068815","14.759442","924","Asia/Saigon","A","Asia/Hovd"
"257","East Brandonview Airport","East Brandonview","Myanmar","WYT","VHXQ","2.6179665","-148.333878","984","Pacific/Guadalcanal","O","Europe/Simferopol"
"258","Port Jeremyshire Airport","Port Jeremyshire","Burundi","KOI","ILXQ","76.211126","-56.856896","11","Africa/Luanda","U","Asia/Dili"
"259","New Angelica Airport","New Angelica","Bouvet Island (Bouvetoya)","KTS","TQXT","-31.548881","42.530499","732","Indian/Comoro","U","Europe/Andorra"
"260","North Annberg Airport","North Annberg","Trinidad and Tobago","ZRR","CMDE","-75.5065805","80.686186","346","Europe/Amsterdam","Z","America/Guatemala"
"261","Brandyport Airport","Brandyport","Cambodia","QYP","HZLK","-67.760256","-5.299478","637","America/Nassau","U","America/St_Vincent"
"262","Meganton Airport","Meganton","Cape Verde","KFZ","WFRH","-43.659711","-27.283188","569","Asia/Karachi","A","Asia/Nicosia"
"263","South Lauren Airport","South Lauren","Antigua and Barbuda","AJE","RRLW","82.817325","83.498789","937","Europe/Ljubljana","N","Africa/Monrovia"
"264","Alyssashire Airport","Alyssashire","Tajikistan","VSW","GFFE","88.595438","-125.286200","657","Asia/Riyadh","Z","America/St_Lucia"
"265","Port Billhaven Airport","Port Billhaven","Saint Helena","QEG","QJQQ","70.6139015","170.253731","563","Asia/Hovd","O","Africa/Malabo"
"266","Lewisland Airport","Lewisland","Liberia","LVZ","XYNA","-72.176148","49.111024","774","Africa/Mbabane","E","America/Paramaribo"
"267","Rebeccafurt Airport","Rebeccafurt","Tanzania","OBU","ACTP","-85.345255","64.963922","336","Europe/Berlin","Z","Europe/Malta"
"268","East Erika Airport","East Erika","Kenya","EBD","REXN","-47.021438","-74.456638","887","Africa/Casablanca","Z","Asia/Rangoon"
"269","North Sierrastad Airport","North Sierrastad","Eritrea","NHP","PUCD","38.1043765","-61.665960","660","Europe/Skopje","Z","Africa/Maseru"
"270","South Nathanview Airport","South Nathanview","Micronesia","RHK","UYAU","71.6566375","34.290257","781","Asia/Harbin","Z","Asia/Manila"
"271","Laraview Airport","Laraview","Cuba","RRN","XYCP","52.6369925","-123.809125","436","Asia/Baku","U","America/El_Salvador"
"272","Brooksberg Airport","Brooksberg","Kuwait","HRP","SRBE","-89.722047","-96.099843","694","America/Guyana","E","Africa/Freetown"
"273","Schaeferhaven Airport","Schaeferhaven","Suriname","IBL","LSMS","-24.4265955","-110.609905","468","Europe/Skopje","U","Asia/Dhaka"
"274","New Matthew Airport","New Matthew","Martinique","MRZ","OYQB","-24.022183","55.452998","969","America/St_Lucia","U","Africa/Ouagadougou"
"275","West Kimberly Airport","West Kimberly","Australia","EAR","ZFNF","-35.5629065","11.323704","601","Africa/Monrovia","Z","Asia/Yerevan"
"276","South Mary Airport","South Mary","United Kingdom","CZD","UJBW","83.0378625","9.506523","311","Africa/Mbabane","U","America/Belize"
"277","New Amyport Airport","New Amyport","Belize","ATN","DTFL","0.113032","-107.016524","726","Africa/Casablanca","A","Africa/Tunis"
"278","Kiddberg Airport","Kiddberg","Libyan Arab Jamahiriya","GGA","GNQU","88.796994","-95.405882","730","America/Guyana","E","Asia/Singapore"
"279","West Matthewmouth Airport","West Matthewmouth","Central African Republic","ILI","CGUB","-46.219354","17.246388","630","Europe/Tallinn","N","Africa/Maputo"
"280","Mariotown Airport","Mariotown","Iran","GUF","DTCH","26.013878","-169.883443","981","Africa/Douala","A","Asia/Rangoon"
"281","North Amber Airport","North Amber","Hong Kong","ILI","KCEP","37.651782","171.009225","864","America/Barbados","O","Europe/Bratislava"
"282","Lake Barbaratown Airport","Lake Barbaratown","Solomon Islands","BWT","SPWZ","-34.796628","129.512174","457","Asia/Beirut","U","Asia/Tokyo"
"283","Mcdowellland Airport","Mcdowellland","Niger","CYX","TUAU","46.7691835","6.071753","605","America/St_Lucia","Z","Pacific/Easter"
"284","Anthonymouth Airport","Anthonymouth","Sudan","GND","EEDD","-68.625933","55.131962","896","Asia/Pontianak","U","Africa/Ouagadougou"
"285","Campbellmouth Airport","Campbellmouth","Somalia","CQE","GUKS","42.8095315","-55.126586","843","Atlantic/Reykjavik","N","Africa/Malabo"
"286","Flowersville Airport","Flowersville","Mauritius","SHY","TBYT","-14.9498345","4.442665","829","Europe/San_Marino","Z","Europe/Lisbon"
"287","West Sierraside Airport","West Sierraside","Reunion","OYV","AEKA","24.312352","150.490601","673","Europe/Bratislava","N","Europe/Uzhgorod"
"288","Hernandezstad Airport","Hernandezstad","Finland","QVY","MZIM","-48.905526","78.725018","499","Pacific/Ponape","S","Pacific/Fiji"
"289","Castroside Airport","Castroside","Honduras","WNV","RGHA","84.158531","107.676614","265","Atlantic/Cape_Verde","E","Europe/Stockholm"
"290","Davishaven Airport","Davishaven","Dominica","OKF","OYEC","-28.825215","145.683982","262","America/Santiago","O","Africa/Addis_Ababa"
"291","Garciahaven Airport","Garciahaven","Cocos (Keeling) Islands","FWD","ABWQ","-6.459122","-143.366517","605","Africa/Accra","A","Africa/Gaborone"
"292","West Sandratown Airport","West Sandratown","Ghana","NOT","PFWJ","-57.7866695","-60.478578","244","Africa/Harare","A","Pacific/Nauru"
"293","West Aaron Airport","West Aaron","Belize","VJF","CBPY","-34.030643","-104.599767","362","America/Paramaribo","E","Europe/Riga"
"294","Bassville Airport","Bassville","Nepal","QAI","QXMJ","-68.4478505","82.261902","290","Asia/Bishkek","U","Europe/Bucharest"
"295","West Davidbury Airport","West Davidbury","Bulgaria","SUS","TWGE","-8.550377","18.607576","862","America/Havana","Z","Europe/Vaduz"
"296","Colemanbury Airport","Colemanbury","Bermuda","CJV","LYMM","-72.837983","55.995633","992","Europe/Belgrade","S","America/St_Vincent"
"297","Lake Justin Airport","Lake Justin","Samoa","TTW","SYCW","49.8633825","7.619945","96","Asia/Karachi","Z","Asia/Dushanbe"
"298","North Rickyville Airport","North Rickyville","Turkmenistan","RFR","DQHT","-50.6729875","108.297361","827","Africa/Lusaka","O","Africa/Lagos"
"299","Rodriguezhaven Airport","Rodriguezhaven","Netherlands Antilles","LRU","NESN","12.9443715","35.589849","820","Asia/Phnom_Penh","A","Atlantic/Reykjavik"
"300","Port Brian Airport","Port Brian","Benin","YPB","KAPM","-19.4799435","-111.692556","917","Europe/Zagreb","N","Asia/Riyadh"
"301","North Angela Airport","North Angela","Chile","LYO","VYJV","-67.7703575","-34.988522","60","Asia/Riyadh","U","Africa/Djibouti"
"302","Alberthaven Airport","Alberthaven","Namibia","KHR","ARIA","53.891076","90.869939","421","Asia/Vientiane","U","Asia/Riyadh"
"303","Christophershire Airport","Christophershire","Antigua and Barbuda","EQI","JCNJ","-12.973046","121.920073","401","Africa/Douala","A","Europe/Amsterdam"
"304","Paulachester Airport","Paulachester","Malaysia","JCO","RRDO","48.338302","65.313008","304","Asia/Singapore","O","America/Mazatlan"
"305","Hammondtown Airport","Hammondtown","Slovenia","RXJ","FPNG","-22.0690785","-115.380548","854","Asia/Brunei","Z","Asia/Beirut"
"306","West Barbara Airport","West Barbara","Mali","DJN","SAQE","-23.728069","7.696225","320","Asia/Samarkand","S","Europe/Paris"
"307","New Daniel Airport","New Daniel","Romania","PXE","YXCE","-34.978045","86.360944","698","Asia/Chongqing","U","Asia/Seoul"
"308","East Shirleyland Airport","East Shirleyland","Bhutan","UAA","MIMC","16.530078","156.515631","362","America/Asuncion","E","America/La_Paz"
"309","Willistown Airport","Willistown","Guatemala","JTG","FNRT","-5.7388105","-40.853067","188","Europe/Prague","O","Europe/San_Marino"
"310","Adamshaven Airport","Adamshaven","Romania","IHT","JKGE","-27.466632","-125.071348","827","Asia/Kabul","E","Asia/Jerusalem"
"311","Garzatown Airport","Garzatown","Tajikistan","AEH","PIUM","73.799741","-149.110961","717","Asia/Dubai","Z","Africa/Asmera"
"312","Braunside Airport","Braunside","New Zealand","UMY","VEDG","7.159016","11.896471","177","America/Dominica","Z","Africa/Niamey"
"313","Waltersport Airport","Waltersport","Georgia","AWT","TAIL","39.2514285","-1.445796","364","America/St_Kitts","N","Africa/Douala"
"314","New Nancy Airport","New Nancy","Tokelau","EIQ","TOQO","56.7867845","152.106498","857","Asia/Pyongyang","E","Pacific/Fiji"
"315","Julieshire Airport","Julieshire","Namibia","EDV","DNHM","-28.9644525","-75.482716","847","Europe/Zurich","N","America/Bogota"
"316","Underwoodchester Airport","Underwoodchester","Bosnia and Herzegovina","FQA","NEQW","54.030014","-9.882609","195","America/Barbados","U","Africa/Bissau"
"317","Wilkersonton Airport","Wilkersonton","British Virgin Islands","LHX","EZJG","-28.963551","-109.606801","599","Europe/Tallinn","Z","Asia/Baghdad"
"318","Pennyland Airport","Pennyland","Senegal","RTN","ITYP","-34.3182185","54.584596","460","Africa/Nairobi","A","Africa/Kampala"
"319","East Sherry Airport","East Sherry","Turks and Caicos Islands","ENP","ZDXL","-24.1908115","-74.357729","673","Europe/Istanbul","E","America/Lima"
"320","New Jaredfort Airport","New Jaredfort","Jersey","YUJ","LEIY","69.366253","-94.773848","814","Africa/Banjul","U","Africa/Nouakchott"
"321","Aarontown Airport","Aarontown","Singapore","BEM","PIJE","83.272630","143.013734","786","Asia/Thimphu","S","Pacific/Guadalcanal"
